entityId,entityType,queryAddress,status,provider,httpStatus,matchedRoad,matchedHouseNumber,matchedBorough,matchedCity,matchedCountry,placeRank,latitude,longitude,osmType,osmId,matchedName,matchedAddress,checkedAt,requestUrl,addressSource,license,attribution,rawResponse
CENTER-NR,center,서울특별시 동작구 노들로 674,SUCCESS_EXACT_ADDRESS,Nominatim / OpenStreetMap,200,노들로,674,동작구,서울특별시,kr,30,37.5147164,126.9377367,way,606419988,노량진수산시장,"노량진수산시장, 674, 노들로, 노량진동, 노량진2동, 동작구, 서울특별시, 06900, 대한민국",2026-09-11T00:39:14.564638+00:00,https://nominatim.openstreetmap.org/search?q=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C+%EB%8F%99%EC%9E%91%EA%B5%AC+%EB%85%B8%EB%93%A4%EB%A1%9C+674&format=jsonv2&addressdetails=1&limit=3&countrycodes=kr&accept-language=ko,https://www.susansijang.co.kr/nsis/miw/ko/intro,ODbL-1.0,© OpenStreetMap contributors,"[{""place_id"":222316180,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":606419988,""lat"":""37.5147164"",""lon"":""126.9377367"",""category"":""building"",""type"":""retail"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""building"",""name"":""노량진수산시장"",""display_name"":""노량진수산시장, 674, 노들로, 노량진동, 노량진2동, 동작구, 서울특별시, 06900, 대한민국"",""address"":{""building"":""노량진수산시장"",""house_number"":""674"",""road"":""노들로"",""quarter"":""노량진동"",""suburb"":""노량진2동"",""borough"":""동작구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""06900"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.5143117"",""37.5151824"",""126.9361014"",""126.9393720""]},{""place_id"":220373830,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":12074627615,""lat"":""37.5148189"",""lon"":""126.9366695"",""category"":""amenity"",""type"":""restaurant"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""amenity"",""name"":""강변식당"",""display_name"":""강변식당, 674, 노들로, 노량진동, 노량진2동, 동작구, 서울특별시, 06900, 대한민국"",""address"":{""amenity"":""강변식당"",""house_number"":""674"",""road"":""노들로"",""quarter"":""노량진동"",""suburb"":""노량진2동"",""borough"":""동작구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""06900"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.5147689"",""37.5148689"",""126.9366195"",""126.9367195""]},{""place_id"":220386840,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":12074329756,""lat"":""37.5147904"",""lon"":""126.9369487"",""category"":""amenity"",""type"":""restaurant"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""amenity"",""name"":""끄트머리"",""display_name"":""끄트머리, 674, 노들로, 노량진동, 노량진2동, 동작구, 서울특별시, 06900, 대한민국"",""address"":{""amenity"":""끄트머리"",""house_number"":""674"",""road"":""노들로"",""quarter"":""노량진동"",""suburb"":""노량진2동"",""borough"":""동작구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""06900"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.5147404"",""37.5148404"",""126.9368987"",""126.9369987""]}]"
S01,branch,서울특별시 마포구 월드컵로 212,SUCCESS_EXACT_ADDRESS,Nominatim / OpenStreetMap,200,월드컵로,212,마포구,서울특별시,kr,30,37.5663245,126.9014910,node,12466360098,마포구보건소,"마포구보건소, 212, 월드컵로, 성산동, 성산2동, 마포구, 서울특별시, 03937, 대한민국",2026-09-11T00:39:16.595071+00:00,https://nominatim.openstreetmap.org/search?q=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C+%EB%A7%88%ED%8F%AC%EA%B5%AC+%EC%9B%94%EB%93%9C%EC%BB%B5%EB%A1%9C+212&format=jsonv2&addressdetails=1&limit=3&countrycodes=kr&accept-language=ko,https://www.seoul.go.kr/seoul/autonomy.do,ODbL-1.0,© OpenStreetMap contributors,"[{""place_id"":222664031,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":12466360098,""lat"":""37.5663245"",""lon"":""126.9014910"",""category"":""amenity"",""type"":""clinic"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""amenity"",""name"":""마포구보건소"",""display_name"":""마포구보건소, 212, 월드컵로, 성산동, 성산2동, 마포구, 서울특별시, 03937, 대한민국"",""address"":{""amenity"":""마포구보건소"",""house_number"":""212"",""road"":""월드컵로"",""quarter"":""성산동"",""suburb"":""성산2동"",""borough"":""마포구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""03937"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.5662745"",""37.5663745"",""126.9014410"",""126.9015410""]},{""place_id"":418125223,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":13851202569,""lat"":""37.5658546"",""lon"":""126.9009476"",""category"":""shop"",""type"":""hairdresser"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""shop"",""name"":""하지송 헤어월드"",""display_name"":""하지송 헤어월드, 212, 월드컵로, 성산동, 성산2동, 마포구, 서울특별시, 03937, 대한민국"",""address"":{""shop"":""하지송 헤어월드"",""house_number"":""212"",""road"":""월드컵로"",""quarter"":""성산동"",""suburb"":""성산2동"",""borough"":""마포구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""03937"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.5658046"",""37.5659046"",""126.9008976"",""126.9009976""]}]"
S02,branch,서울특별시 서대문구 연희로 248,SUCCESS_EXACT_ADDRESS,Nominatim / OpenStreetMap,200,연희로,248,서대문구,서울특별시,kr,30,37.5791820,126.9367984,node,1968205555,서대문구청,"서대문구청, 248, 연희로, 연희동, 서대문구, 서울특별시, 03718, 대한민국",2026-09-11T00:39:18.283769+00:00,https://nominatim.openstreetmap.org/search?q=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C+%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC+%EC%97%B0%ED%9D%AC%EB%A1%9C+248&format=jsonv2&addressdetails=1&limit=3&countrycodes=kr&accept-language=ko,https://www.seoul.go.kr/seoul/autonomy.do,ODbL-1.0,© OpenStreetMap contributors,"[{""place_id"":223093629,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":1968205555,""lat"":""37.5791820"",""lon"":""126.9367984"",""category"":""amenity"",""type"":""townhall"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""amenity"",""name"":""서대문구청"",""display_name"":""서대문구청, 248, 연희로, 연희동, 서대문구, 서울특별시, 03718, 대한민국"",""address"":{""amenity"":""서대문구청"",""house_number"":""248"",""road"":""연희로"",""quarter"":""연희동"",""borough"":""서대문구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""03718"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.5791320"",""37.5792320"",""126.9367484"",""126.9368484""]}]"
S03,branch,서울특별시 은평구 은평로 195,SUCCESS_EXACT_ADDRESS,Nominatim / OpenStreetMap,200,은평로,195,은평구,서울특별시,kr,30,37.6024668,126.9288202,way,462688074,은평구보건소,"은평구보건소, 195, 은평로, 녹번동, 은평구, 서울특별시, 03384, 대한민국",2026-09-11T00:39:19.899828+00:00,https://nominatim.openstreetmap.org/search?q=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C+%EC%9D%80%ED%8F%89%EA%B5%AC+%EC%9D%80%ED%8F%89%EB%A1%9C+195&format=jsonv2&addressdetails=1&limit=3&countrycodes=kr&accept-language=ko,https://www.seoul.go.kr/seoul/autonomy.do,ODbL-1.0,© OpenStreetMap contributors,"[{""place_id"":222864801,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":462688074,""lat"":""37.6024668"",""lon"":""126.9288202"",""category"":""amenity"",""type"":""clinic"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""amenity"",""name"":""은평구보건소"",""display_name"":""은평구보건소, 195, 은평로, 녹번동, 은평구, 서울특별시, 03384, 대한민국"",""address"":{""amenity"":""은평구보건소"",""house_number"":""195"",""road"":""은평로"",""quarter"":""녹번동"",""suburb"":""녹번동"",""borough"":""은평구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""03384"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.6023518"",""37.6025818"",""126.9286858"",""126.9289545""]}]"
S04,branch,서울특별시 영등포구 당산로 123,SUCCESS_EXACT_ADDRESS,Nominatim / OpenStreetMap,200,당산로,123,영등포구,서울특별시,kr,30,37.5264807,126.8956526,node,12466360091,영등포구보건소,"영등포구보건소, 123, 당산로, 당산동3가, 당산1동, 영등포구, 서울특별시, 07260, 대한민국",2026-09-11T00:39:21.911638+00:00,https://nominatim.openstreetmap.org/search?q=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C+%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC+%EB%8B%B9%EC%82%B0%EB%A1%9C+123&format=jsonv2&addressdetails=1&limit=3&countrycodes=kr&accept-language=ko,https://www.seoul.go.kr/seoul/autonomy.do,ODbL-1.0,© OpenStreetMap contributors,"[{""place_id"":232020864,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":12466360091,""lat"":""37.5264807"",""lon"":""126.8956526"",""category"":""amenity"",""type"":""clinic"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""amenity"",""name"":""영등포구보건소"",""display_name"":""영등포구보건소, 123, 당산로, 당산동3가, 당산1동, 영등포구, 서울특별시, 07260, 대한민국"",""address"":{""amenity"":""영등포구보건소"",""house_number"":""123"",""road"":""당산로"",""quarter"":""당산동3가"",""suburb"":""당산1동"",""borough"":""영등포구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""07260"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.5264307"",""37.5265307"",""126.8956026"",""126.8957026""]},{""place_id"":420511008,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":13930561480,""lat"":""37.5259632"",""lon"":""126.8963671"",""category"":""amenity"",""type"":""restaurant"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""amenity"",""name"":""메밀이야기"",""display_name"":""메밀이야기, 123, 당산로, 당산동3가, 당산1동, 영등포구, 서울특별시, 07260, 대한민국"",""address"":{""amenity"":""메밀이야기"",""house_number"":""123"",""road"":""당산로"",""quarter"":""당산동3가"",""suburb"":""당산1동"",""borough"":""영등포구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""07260"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.5259132"",""37.5260132"",""126.8963171"",""126.8964171""]}]"
S05,branch,서울특별시 양천구 목동동로 257,SUCCESS_EXACT_ADDRESS,Nominatim / OpenStreetMap,200,목동동로,257,양천구,서울특별시,kr,30,37.5265200,126.8752476,way,254292805,현대,"현대, 257, 목동동로, 목1동, 양천구, 서울특별시, 07998, 대한민국",2026-09-11T00:40:36.174284+00:00,https://nominatim.openstreetmap.org/search?q=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C+%EC%96%91%EC%B2%9C%EA%B5%AC+%EB%AA%A9%EB%8F%99%EB%8F%99%EB%A1%9C+257&format=jsonv2&addressdetails=1&limit=3&countrycodes=kr&accept-language=ko,https://www.e-hyundai.com/newPortal/DP/DP000000_V.do?branchCd=B00142000,ODbL-1.0,© OpenStreetMap contributors,"[{""place_id"":222644824,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":254292805,""lat"":""37.5265200"",""lon"":""126.8752476"",""category"":""shop"",""type"":""department_store"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""shop"",""name"":""현대"",""display_name"":""현대, 257, 목동동로, 목1동, 양천구, 서울특별시, 07998, 대한민국"",""address"":{""shop"":""현대"",""house_number"":""257"",""road"":""목동동로"",""suburb"":""목1동"",""borough"":""양천구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""07998"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.5261639"",""37.5268761"",""126.8747284"",""126.8757668""]},{""place_id"":418122577,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":13851199923,""lat"":""37.5271042"",""lon"":""126.8754276"",""category"":""shop"",""type"":""hairdresser"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""shop"",""name"":""스파리움 현대백화점 목동점"",""display_name"":""스파리움 현대백화점 목동점, 257, 목동동로, 목1동, 양천구, 서울특별시, 07998, 대한민국"",""address"":{""shop"":""스파리움 현대백화점 목동점"",""house_number"":""257"",""road"":""목동동로"",""suburb"":""목1동"",""borough"":""양천구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""07998"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.5270542"",""37.5271542"",""126.8753776"",""126.8754776""]},{""place_id"":418122866,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":13851200212,""lat"":""37.5271042"",""lon"":""126.8754276"",""category"":""shop"",""type"":""hairdresser"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""shop"",""name"":""아이벨르"",""display_name"":""아이벨르, 257, 목동동로, 목1동, 양천구, 서울특별시, 07998, 대한민국"",""address"":{""shop"":""아이벨르"",""house_number"":""257"",""road"":""목동동로"",""suburb"":""목1동"",""borough"":""양천구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""07998"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.5270542"",""37.5271542"",""126.8753776"",""126.8754776""]}]"
S06,branch,서울특별시 강서구 화곡로 302,SUCCESS_EXACT_ADDRESS,Nominatim / OpenStreetMap,200,화곡로,302,강서구,서울특별시,kr,30,37.5506590,126.8497700,node,13890055375,강서구청,"강서구청, 302, 화곡로, 화곡6동, 강서구, 서울특별시, 07663, 대한민국",2026-09-11T00:39:25.297892+00:00,https://nominatim.openstreetmap.org/search?q=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C+%EA%B0%95%EC%84%9C%EA%B5%AC+%ED%99%94%EA%B3%A1%EB%A1%9C+302&format=jsonv2&addressdetails=1&limit=3&countrycodes=kr&accept-language=ko,https://www.seoul.go.kr/seoul/autonomy.do,ODbL-1.0,© OpenStreetMap contributors,"[{""place_id"":419009427,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":13890055375,""lat"":""37.5506590"",""lon"":""126.8497700"",""category"":""amenity"",""type"":""bicycle_rental"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""amenity"",""name"":""강서구청"",""display_name"":""강서구청, 302, 화곡로, 화곡6동, 강서구, 서울특별시, 07663, 대한민국"",""address"":{""amenity"":""강서구청"",""house_number"":""302"",""road"":""화곡로"",""suburb"":""화곡6동"",""borough"":""강서구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""07663"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.5506090"",""37.5507090"",""126.8497200"",""126.8498200""]}]"
S07,branch,서울특별시 구로구 가마산로 245,SUCCESS_EXACT_ADDRESS,Nominatim / OpenStreetMap,200,가마산로,245,구로구,서울특별시,kr,30,37.4955112,126.8882948,node,13872630571,,"245, 가마산로, 구로동, 구로2동, 구로구, 서울특별시, 08307, 대한민국",2026-09-11T00:39:26.793374+00:00,https://nominatim.openstreetmap.org/search?q=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C+%EA%B5%AC%EB%A1%9C%EA%B5%AC+%EA%B0%80%EB%A7%88%EC%82%B0%EB%A1%9C+245&format=jsonv2&addressdetails=1&limit=3&countrycodes=kr&accept-language=ko,https://www.seoul.go.kr/seoul/autonomy.do,ODbL-1.0,© OpenStreetMap contributors,"[{""place_id"":418864581,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":13872630571,""lat"":""37.4955112"",""lon"":""126.8882948"",""category"":""amenity"",""type"":""waste_basket"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""amenity"",""name"":"""",""display_name"":""245, 가마산로, 구로동, 구로2동, 구로구, 서울특별시, 08307, 대한민국"",""address"":{""house_number"":""245"",""road"":""가마산로"",""quarter"":""구로동"",""suburb"":""구로2동"",""borough"":""구로구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""08307"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.4954612"",""37.4955612"",""126.8882448"",""126.8883448""]}]"
S08,branch,서울특별시 금천구 시흥대로73길 70,SUCCESS_EXACT_ADDRESS,Nominatim / OpenStreetMap,200,시흥대로73길,70,금천구,서울특별시,kr,30,37.4568996,126.8953809,way,385824308,금천구청,"금천구청, 70, 시흥대로73길, 시흥1동, 금천구, 서울특별시, 08611, 대한민국",2026-09-11T00:39:28.401660+00:00,https://nominatim.openstreetmap.org/search?q=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C+%EA%B8%88%EC%B2%9C%EA%B5%AC+%EC%8B%9C%ED%9D%A5%EB%8C%80%EB%A1%9C73%EA%B8%B8+70&format=jsonv2&addressdetails=1&limit=3&countrycodes=kr&accept-language=ko,https://www.seoul.go.kr/seoul/autonomy.do,ODbL-1.0,© OpenStreetMap contributors,"[{""place_id"":220147539,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":385824308,""lat"":""37.4568996"",""lon"":""126.8953809"",""category"":""office"",""type"":""government"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""office"",""name"":""금천구청"",""display_name"":""금천구청, 70, 시흥대로73길, 시흥1동, 금천구, 서울특별시, 08611, 대한민국"",""address"":{""office"":""금천구청"",""house_number"":""70"",""road"":""시흥대로73길"",""suburb"":""시흥1동"",""borough"":""금천구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""08611"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.4566775"",""37.4570934"",""126.8949209"",""126.8957757""]},{""place_id"":222843799,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":385824309,""lat"":""37.4565729"",""lon"":""126.8960236"",""category"":""amenity"",""type"":""theatre"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""amenity"",""name"":""금나래아트홀"",""display_name"":""금나래아트홀, 70, 시흥대로73길, 시흥1동, 금천구, 서울특별시, 08611, 대한민국"",""address"":{""amenity"":""금나래아트홀"",""house_number"":""70"",""road"":""시흥대로73길"",""suburb"":""시흥1동"",""borough"":""금천구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""08611"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.4564088"",""37.4567296"",""126.8955985"",""126.8964444""]},{""place_id"":220147762,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":496108940,""lat"":""37.4570399"",""lon"":""126.8959035"",""category"":""amenity"",""type"":""clinic"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""amenity"",""name"":""금천구보건소"",""display_name"":""금천구보건소, 70, 시흥대로73길, 시흥1동, 금천구, 서울특별시, 08611, 대한민국"",""address"":{""amenity"":""금천구보건소"",""house_number"":""70"",""road"":""시흥대로73길"",""suburb"":""시흥1동"",""borough"":""금천구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""08611"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.4569255"",""37.4571894"",""126.8956918"",""126.8961373""]}]"
S09,branch,서울특별시 관악구 관악로 145,SUCCESS_EXACT_ADDRESS,Nominatim / OpenStreetMap,200,관악로,145,관악구,서울특별시,kr,30,37.4784684,126.9511015,way,173770024,관악구보건소,"관악구보건소, 145, 관악로, 건영아파트, 청룡동, 관악구, 서울특별시, 08832, 대한민국",2026-09-11T00:39:29.902933+00:00,https://nominatim.openstreetmap.org/search?q=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C+%EA%B4%80%EC%95%85%EA%B5%AC+%EA%B4%80%EC%95%85%EB%A1%9C+145&format=jsonv2&addressdetails=1&limit=3&countrycodes=kr&accept-language=ko,https://www.seoul.go.kr/seoul/autonomy.do,ODbL-1.0,© OpenStreetMap contributors,"[{""place_id"":222387595,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":173770024,""lat"":""37.4784684"",""lon"":""126.9511015"",""category"":""building"",""type"":""hospital"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""building"",""name"":""관악구보건소"",""display_name"":""관악구보건소, 145, 관악로, 건영아파트, 청룡동, 관악구, 서울특별시, 08832, 대한민국"",""address"":{""building"":""관악구보건소"",""house_number"":""145"",""road"":""관악로"",""residential"":""건영아파트"",""suburb"":""청룡동"",""borough"":""관악구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""08832"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.4782688"",""37.4786669"",""126.9509738"",""126.9512000""]},{""place_id"":222426915,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":605760858,""lat"":""37.4786083"",""lon"":""126.9508875"",""category"":""building"",""type"":""hospital"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""building"",""name"":""관악구청 별관 1"",""display_name"":""관악구청 별관 1, 145, 관악로, 건영아파트, 청룡동, 관악구, 서울특별시, 08832, 대한민국"",""address"":{""building"":""관악구청 별관 1"",""house_number"":""145"",""road"":""관악로"",""residential"":""건영아파트"",""suburb"":""청룡동"",""borough"":""관악구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""08832"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.4785247"",""37.4786920"",""126.9507714"",""126.9510037""]},{""place_id"":222742993,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":12466360093,""lat"":""37.4781549"",""lon"":""126.9514847"",""category"":""amenity"",""type"":""clinic"",""place_rank"":30,""importance"":7.29800869763793e-05,""addresstype"":""amenity"",""name"":""관악구보건소"",""display_name"":""관악구보건소, 145, 관악로, 건영아파트, 청룡동, 관악구, 서울특별시, 08832, 대한민국"",""address"":{""amenity"":""관악구보건소"",""house_number"":""145"",""road"":""관악로"",""residential"":""건영아파트"",""suburb"":""청룡동"",""borough"":""관악구"",""city"":""서울특별시"",""ISO3166-2-lvl4"":""KR-11"",""postcode"":""08832"",""country"":""대한민국"",""country_code"":""kr""},""boundingbox"":[""37.4781049"",""37.4782049"",""126.9514347"",""126.9515347""]}]"
